company_reg_number,capex,cogs,cogs_plus_capex,accounts_receivable,current_assets,current_liabilities,fixed_assets,long_term_liabilities,capital_and_reserves,provisions_for_liabilities,entity_status,dissolved_on,turnover_level,employee_size_level
20000433,121.27,4812.47,4933.74,12084.0,105144.0,120851.0,196128.0,84014.0,96407.0,30212.0,0,2020-07-28,0,0
20000434,0.02,74779.97,74779.99,8744.0,62182.0,57574.0,16255.0,10432.0,10430.0,12090.0,1,2021-12-06,0,0
20000435,121.58,4079.76,4201.34,8335.0,49179.0,66675.0,14809.0,-1341.0,-1343.0,8667.0,1,2021-08-26,0,0
20000436,0.01,31338.65,31338.66,7441.0,37751.0,16183.0,4334.0,8226.0,17676.0,3398.0,1,2020-04-01,0,0
20000437,261.59,2623.77,2885.36,0.0,643791.0,540214.0,1208313.0,478443.0,833447.0,129651.0,1,2015-02-16,0,0
20000438,878.91,24482.24,25361.15,50381.0,220677.0,85473.0,28506.0,59052.0,104657.0,16240.0,1,2013-02-10,0,2
20000439,0.02,86565.15,86565.17,8192.0,58554.0,62095.0,18159.0,43.0,14575.0,6830.0,1,2019-10-16,0,0
20000440,242.36,9009.59,9251.95,16537.0,112637.0,76484.0,5322.0,20738.0,20736.0,9943.0,1,2018-05-03,0,1
20000441,0.01,170980.87,170980.88,9753.0,64729.0,76414.0,158877.0,75638.0,71554.0,14518.0,1,2015-11-03,1,0
20000442,0.02,206699.72,206699.74,16574.0,85130.0,41044.0,10285.0,14296.0,40074.0,8208.0,1,2019-03-09,0,0
20000444,157.29,6499.68,6656.97,5619.0,36692.0,27865.0,1490.0,5159.0,5157.0,3622.0,0,2018-08-15,0,0
20000445,0.03,65744.86,65744.89,11512.0,82620.0,54185.0,19334.0,11065.0,36703.0,9753.0,1,2021-05-29,0,0
20000446,220.82,7693.91,7914.73,5580.0,41671.0,29592.0,1899.0,6990.0,6988.0,5918.0,1,2021-09-07,0,0
20000447,66.56,2705.86,2772.42,8303.0,58009.0,47766.0,14321.0,12282.0,12280.0,11464.0,1,2018-08-22,0,0
20000448,123.42,3728.77,3852.19,10046.0,51934.0,25111.0,5527.0,8216.0,24134.0,4771.0,1,2020-02-09,1,0
20000449,285.93,2427.26,2713.19,11665.0,234976.0,203897.0,1073356.0,515685.0,588750.0,42818.0,1,2021-07-11,0,0
20000450,164.45,5339.26,5503.71,9103.0,48286.0,25531.0,5689.0,5774.0,22669.0,2808.0,1,2021-06-07,0,0
20000451,177.05,3943.12,4120.17,13600.0,92986.0,87403.0,27932.0,16758.0,16756.0,8740.0,1,2019-07-29,0,0
20000452,0.02,10642.96,10642.98,7019.0,108723.0,96219.0,7732.0,10119.0,10117.0,24054.0,1,2019-09-17,0,1
20000453,160.77,3202.54,3363.31,17409.0,115210.0,88042.0,29956.0,4864.0,52260.0,8804.0,1,2021-08-02,1,0
20000454,236.56,7486.22,7722.78,24785.0,160132.0,172940.0,40746.0,13969.0,13967.0,19023.0,1,2020-03-27,0,1
20000455,152.07,2022.26,2174.33,6720.0,41253.0,31038.0,10842.0,2302.0,18754.0,3724.0,0,2010-11-20,0,0
20000456,0.01,77182.71,77182.72,8778.0,56880.0,52302.0,19579.0,12079.0,12077.0,12552.0,1,2018-10-29,0,0
20000457,757.87,6212.08,6969.95,11778.0,64625.0,42961.0,248484.0,94807.0,175341.0,9881.0,1,2021-05-09,0,0
20000459,2740.26,82787.21,85527.47,187894.0,1680807.0,1168898.0,412665.0,129054.0,795519.0,233779.0,1,2018-11-12,0,3
20000460,97.14,10014.45,10111.59,52187.0,207198.0,109778.0,18439.0,36886.0,78973.0,27444.0,1,2020-05-06,0,0
20000461,141.83,3493.39,3635.22,18878.0,122178.0,88609.0,42740.0,16938.0,59370.0,14177.0,1,2020-04-01,0,0
20000462,0.02,174146.16,174146.18,14340.0,89081.0,54838.0,19374.0,14572.0,39044.0,9871.0,1,2021-08-27,0,0
20000463,259.87,4035.2,4295.07,4521.0,109344.0,77132.0,16315.0,12085.0,36441.0,10798.0,0,2016-07-21,0,0
20000464,4206.51,118160.46,122366.97,106843.0,749178.0,903503.0,209144.0,27410.0,27408.0,225875.0,1,2017-09-05,0,3
20000465,0.02,99900.34,99900.36,5922.0,35936.0,28132.0,1660.0,4733.0,4731.0,5907.0,1,2019-02-04,0,0
20000466,0.02,34150.12,34150.14,5055.0,79341.0,70442.0,10741.0,9820.0,9819.0,17610.0,1,2018-10-30,0,0
20000467,0.01,112961.73,112961.74,15896.0,91856.0,43950.0,9307.0,14724.0,42488.0,10108.0,0,2021-08-20,0,0
20000468,198.69,4063.13,4261.82,7859.0,50569.0,31616.0,17975.0,12251.0,24675.0,7904.0,1,2015-11-26,0,0
20000469,158.5,2785.6,2944.1,2987.0,61769.0,47016.0,7823.0,1699.0,20877.0,10813.0,1,2020-09-26,0,0
20000470,216.98,6381.64,6598.62,48151.0,320232.0,216853.0,106698.0,47844.0,162233.0,30359.0,0,2019-05-17,0,1
20000471,111.23,3310.55,3421.78,16478.0,96685.0,46252.0,10647.0,16000.0,45079.0,11100.0,0,2021-11-17,0,0
20000472,145.18,5807.19,5952.37,6843.0,46810.0,35522.0,1740.0,6514.0,6513.0,6749.0,1,2020-09-18,0,0
20000473,0.0,64229.77,64229.77,42238.0,668272.0,758246.0,248676.0,79352.0,79350.0,166814.0,1,2019-10-08,0,1
20000474,90.78,7628.56,7719.34,37294.0,582076.0,692417.0,308221.0,98941.0,98939.0,90014.0,1,2020-09-19,0,1
20000475,72.24,2736.27,2808.51,12846.0,77139.0,37008.0,9088.0,13003.0,36215.0,9252.0,0,2019-07-10,0,0
20000476,0.04,55824.54,55824.58,4467.0,63436.0,59150.0,5492.0,4889.0,4888.0,9464.0,0,2018-10-10,0,0
20000477,0.06,8702.5,8702.56,3237.0,24020.0,13512.0,6949.0,8166.0,9291.0,2837.0,0,2015-04-19,0,0
20000478,139.96,4293.27,4433.23,4810.0,29822.0,22124.0,1304.0,4502.0,4500.0,4424.0,1,2019-10-11,1,0
20000480,198.47,6106.79,6305.26,15776.0,107610.0,52942.0,10461.0,15539.0,49590.0,6882.0,1,2019-10-01,0,0
20000481,335.23,5056.2,5391.43,3419.0,56206.0,39385.0,8498.0,5907.0,19411.0,6695.0,1,2019-09-22,0,0
20000482,328.03,4020.03,4348.06,4085.0,57517.0,51953.0,4569.0,5067.0,5065.0,7793.0,1,2021-10-05,0,0
20000483,288.41,3664.66,3953.07,4671.0,67023.0,65943.0,6570.0,3825.0,3823.0,7253.0,1,2021-10-14,0,0
20000484,203.43,2869.25,3072.68,7002.0,130594.0,103591.0,17200.0,22102.0,22101.0,17610.0,1,2019-03-03,0,0
20000485,227.68,6676.92,6904.6,6676.0,41808.0,52177.0,10958.0,295.0,293.0,6783.0,0,2021-08-15,0,0
20000486,55.58,2089.47,2145.05,8398.0,62949.0,47920.0,19665.0,3300.0,31393.0,10542.0,1,2021-11-25,0,0
20000487,367.74,3644.56,4012.3,13810.0,132772.0,86230.0,247883.0,81258.0,213167.0,12072.0,0,2008-09-07,0,0
20000488,0.01,5573.79,5573.8,8774.0,72393.0,59197.0,19383.0,16290.0,16288.0,10655.0,1,2020-09-12,0,0
20000489,398.61,4896.95,5295.56,14651.0,106576.0,70045.0,27860.0,15994.0,48397.0,12608.0,1,2021-05-27,0,1
20000490,206.48,6769.92,6976.4,35112.0,354979.0,391167.0,419881.0,135737.0,247955.0,43028.0,1,2021-06-05,0,1
20000491,128.0,1405.1,1533.1,0.0,480754.0,407786.0,948361.0,378226.0,643101.0,69323.0,1,2018-03-16,0,0
20000492,0.01,10970.22,10970.23,6934.0,55612.0,40485.0,15087.0,3348.0,26866.0,9311.0,1,2021-10-29,0,0
20000493,124.03,3669.67,3793.7,7472.0,51612.0,43112.0,14782.0,11641.0,11640.0,10778.0,1,2020-06-23,0,0
20000494,816.43,32788.27,33604.7,137252.0,879741.0,421299.0,108510.0,151886.0,415065.0,96898.0,1,2020-05-01,1,2
20000495,176.23,2587.78,2764.01,7305.0,48598.0,31141.0,17039.0,10867.0,23629.0,4048.0,1,2021-07-22,0,0
20000496,0.01,139475.12,139475.13,14751.0,105504.0,41677.0,10562.0,25641.0,48747.0,8752.0,1,2021-05-14,0,0
20000497,257.35,7228.94,7486.29,31898.0,355898.0,402026.0,571597.0,228670.0,296798.0,72364.0,1,2019-06-06,0,1
20000498,114.18,2334.96,2449.14,6776.0,120615.0,99764.0,12408.0,16630.0,16629.0,16959.0,1,2015-07-19,0,0
20000499,266.72,5109.64,5376.36,3626.0,57818.0,43087.0,6620.0,2019.0,19331.0,9479.0,1,2021-01-15,0,0
20000500,195.85,7362.68,7558.53,62530.0,323378.0,177750.0,40131.0,33084.0,152674.0,28440.0,1,2021-09-17,0,1
20000501,0.02,14869.42,14869.44,4684.0,61454.0,50596.0,6178.0,8519.0,8517.0,9613.0,0,2017-08-18,0,0
20000502,395.48,5929.25,6324.73,4564.0,23518.0,14933.0,7047.0,4629.0,11003.0,3733.0,1,2017-11-25,0,0
20000503,473.0,7779.54,8252.54,30975.0,562574.0,441333.0,57875.0,89559.0,89557.0,79439.0,0,2021-04-25,0,1
20000504,0.04,280625.06,280625.1,12836.0,313417.0,258287.0,1137591.0,539767.0,652954.0,43908.0,1,2021-04-22,0,0
20000505,481.2,17562.09,18043.29,109170.0,787658.0,692283.0,173885.0,134631.0,134629.0,76151.0,1,2017-12-17,1,2
20000506,367.57,5140.8,5508.37,7267.0,116892.0,91241.0,17469.0,2812.0,40308.0,16423.0,1,2021-05-06,0,0
20000507,99.27,10233.51,10332.78,30945.0,139662.0,71776.0,13087.0,27510.0,53462.0,16508.0,1,2020-05-01,0,0
20000508,0.02,358841.71,358841.73,52667.0,372133.0,226503.0,86339.0,66919.0,165050.0,52095.0,1,2021-09-21,0,1
20000509,0.03,779551.1,779551.13,58912.0,429728.0,254625.0,109941.0,90762.0,194281.0,53471.0,1,2021-11-30,0,1
20000510,783.02,30349.49,31132.51,63407.0,588357.0,618120.0,1034071.0,485131.0,519177.0,142167.0,1,2021-10-17,1,2
20000511,0.01,57087.14,57087.15,31635.0,182089.0,190256.0,43592.0,17713.0,17711.0,38051.0,1,2020-05-05,0,2
20000512,125.67,2177.96,2303.63,4696.0,114189.0,57391.0,12868.0,32819.0,36846.0,8034.0,1,2021-06-01,1,0
20000513,303.3,2360.31,2663.61,13550.0,26275.0,15708.0,346954.0,148512.0,209008.0,2513.0,1,2020-06-10,0,0
20000514,293.23,10146.36,10439.59,19963.0,141936.0,113060.0,4971.0,16924.0,16922.0,12436.0,1,2020-12-18,0,1
20000515,428.75,6730.76,7159.51,2357.0,41804.0,47057.0,6126.0,437.0,435.0,9411.0,1,2020-10-23,1,0
20000516,58.3,5397.82,5456.12,9082.0,168387.0,147087.0,56009.0,14477.0,62831.0,19121.0,1,2017-04-29,0,0
20000517,111.17,10390.09,10501.26,72240.0,318452.0,157280.0,33934.0,71770.0,123335.0,31456.0,1,2021-09-28,0,1
20000518,528.48,8296.41,8824.89,20100.0,423196.0,248476.0,58891.0,93805.0,139805.0,24847.0,1,2020-08-04,0,1
20000519,125.58,4421.71,4547.29,14437.0,80723.0,39734.0,8710.0,12137.0,37562.0,4768.0,1,2019-08-18,0,0
20000520,0.05,215206.61,215206.66,80560.0,421545.0,312402.0,1738010.0,637802.0,1209351.0,43736.0,1,2018-01-02,0,1
20000521,109.08,4544.87,4653.95,5000.0,35258.0,28604.0,1588.0,4122.0,4120.0,2860.0,1,2018-04-15,0,0
20000522,289.07,10360.86,10649.93,14737.0,111459.0,87305.0,5560.0,14858.0,14856.0,21826.0,1,2020-11-19,0,1
20000523,599.48,24772.04,25371.52,42877.0,294755.0,248951.0,11821.0,28813.0,28812.0,49790.0,1,2021-04-09,1,2
20000524,0.04,72350.53,72350.57,34049.0,443385.0,455451.0,45182.0,16558.0,16557.0,91090.0,1,2020-07-29,1,3
20000525,0.01,15487.56,15487.57,11558.0,83415.0,116872.0,27728.0,-2863.0,-2865.0,14024.0,1,2021-02-21,0,1
20000526,219.39,3279.41,3498.8,6785.0,46686.0,41492.0,13371.0,9283.0,9281.0,8713.0,1,2021-02-15,0,0
20000527,139.73,4339.48,4479.21,3309.0,21491.0,16972.0,1066.0,2793.0,2791.0,3224.0,1,2021-06-30,0,0
20000528,0.01,10823.66,10823.67,7318.0,84856.0,73288.0,89515.0,45284.0,55799.0,17589.0,1,2015-10-01,0,0
20000529,574.85,7018.88,7593.73,8953.0,123187.0,113057.0,10991.0,10562.0,10560.0,28264.0,1,2021-10-08,0,1
20000530,465.75,4356.86,4822.61,14030.0,44746.0,28964.0,186382.0,72732.0,129432.0,2896.0,1,2021-01-05,0,0
20000531,0.01,1018935.27,1018935.28,66518.0,493902.0,429122.0,125333.0,95057.0,95056.0,77242.0,1,2012-09-20,1,2
20000532,63.45,2080.25,2143.7,9841.0,67457.0,40754.0,21023.0,14103.0,33622.0,6520.0,1,2021-07-09,0,0
20000533,0.01,24494.21,24494.22,9031.0,67045.0,55516.0,19397.0,15464.0,15462.0,5551.0,1,2021-08-02,0,0
20000534,118.57,4145.67,4264.24,14454.0,77607.0,33587.0,7209.0,15606.0,35623.0,7053.0,1,2016-01-20,0,0
20000535,187.11,5958.84,6145.95,5934.0,43678.0,37763.0,2063.0,3990.0,3989.0,4531.0,1,2016-03-23,0,0
20000536,312.33,10696.25,11008.58,30003.0,146043.0,77646.0,14338.0,15374.0,67360.0,14752.0,1,2016-02-11,0,1
20000537,106.26,9240.17,9346.43,6350.0,101647.0,81051.0,46483.0,25603.0,41476.0,13778.0,1,2017-10-14,0,0
20000538,180.54,5389.18,5569.72,7109.0,47365.0,55136.0,16266.0,4248.0,4246.0,5513.0,1,2020-09-29,0,0
20000539,154.84,5093.44,5248.28,8254.0,49950.0,39633.0,15340.0,847.0,24810.0,7926.0,0,2021-05-08,0,0
20000540,83.51,3450.82,3534.33,3860.0,27449.0,25212.0,7252.0,4746.0,4744.0,4790.0,1,2021-06-27,0,0
20000541,412.22,2409.23,2821.45,7269.0,45174.0,28282.0,14284.0,13339.0,17837.0,2828.0,1,2019-04-15,0,0
20000542,333.62,5560.34,5893.96,46462.0,296655.0,270716.0,97456.0,61698.0,61696.0,43314.0,1,2021-05-24,0,1
20000543,222.51,3973.33,4195.84,4436.0,67975.0,46503.0,9279.0,7575.0,23176.0,5580.0,1,2018-07-26,0,0
20000545,200.19,5703.44,5903.63,7009.0,48958.0,58997.0,11886.0,925.0,923.0,11209.0,1,2020-07-20,0,0
20000546,0.02,5566.4,5566.42,23340.0,541647.0,406353.0,52694.0,9685.0,178302.0,65016.0,1,2020-09-06,0,1
20000547,95.78,1780.21,1875.99,14503.0,90692.0,57820.0,19429.0,12657.0,39644.0,6360.0,1,2001-08-18,1,0
20000548,77.2,2617.0,2694.2,4816.0,26414.0,22070.0,8698.0,6521.0,6519.0,3752.0,1,2021-09-10,0,0
20000549,0.02,2632.63,2632.65,18776.0,164083.0,223681.0,36979.0,-11308.0,-11310.0,33552.0,1,2019-02-23,0,1
20000550,1343.38,24292.63,25636.01,104935.0,811965.0,533011.0,202686.0,116366.0,365274.0,58631.0,1,2021-04-26,0,2
20000551,160.2,4854.45,5014.65,4510.0,35669.0,26774.0,1501.0,5199.0,5197.0,4283.0,1,2001-09-26,0,0
20000552,94.42,2941.37,3035.79,3265.0,25038.0,16264.0,6953.0,3570.0,12156.0,4066.0,1,2018-08-19,0,0
20000553,0.05,4119.28,4119.33,14159.0,61688.0,51947.0,331732.0,121157.0,220315.0,11428.0,1,2016-11-02,0,0
20000554,178.59,6200.93,6379.52,14974.0,82945.0,37768.0,8444.0,15237.0,38383.0,8686.0,1,2021-10-01,0,0
20000555,148.58,2588.56,2737.14,5550.0,98905.0,85819.0,13727.0,13408.0,13406.0,18880.0,1,2021-09-24,0,0
20000556,0.01,57006.67,57006.68,14429.0,120959.0,58654.0,16463.0,21050.0,57717.0,13490.0,1,2018-09-12,0,0
20000557,0.0,301542.58,301542.58,36877.0,158800.0,75224.0,17307.0,39246.0,61637.0,10531.0,1,2021-01-17,0,0
20000558,0.02,217212.64,217212.66,6978.0,48122.0,47863.0,13192.0,6727.0,6725.0,8136.0,1,2021-04-25,0,0
20000559,190.22,4403.27,4593.49,13696.0,101337.0,72445.0,22771.0,6984.0,44679.0,12315.0,1,2021-03-11,0,0
20000560,275.9,4317.74,4593.64,3434.0,77292.0,52380.0,9241.0,9059.0,25094.0,9428.0,1,2020-08-04,0,0
20000561,28.51,3476.28,3504.79,35101.0,167911.0,87631.0,20102.0,34577.0,65805.0,14897.0,1,2015-09-08,1,0
20000562,143.34,4191.09,4334.43,16488.0,94342.0,53064.0,9696.0,7277.0,43696.0,10612.0,1,2019-11-06,0,0
20000563,124.09,4369.54,4493.63,8876.0,57721.0,49750.0,20470.0,14222.0,14220.0,10945.0,1,2020-01-12,0,0
20000564,0.03,92528.56,92528.59,2817.0,39257.0,38442.0,3502.0,2159.0,2158.0,8841.0,1,2021-04-01,0,0
20000565,536.04,3096.69,3632.73,5730.0,50843.0,37073.0,14340.0,8554.0,19555.0,3707.0,1,2016-05-02,0,0
20000566,0.01,116871.8,116871.81,9449.0,66061.0,55771.0,16536.0,13414.0,13412.0,13942.0,1,2017-07-12,0,0
20000567,0.02,34600.79,34600.81,8260.0,61924.0,56079.0,19770.0,12808.0,12806.0,5607.0,1,2018-04-14,0,0
20000568,0.02,22208.76,22208.78,5982.0,130833.0,100496.0,18909.0,4324.0,44923.0,23114.0,1,2020-11-28,0,0
20000569,131.43,4455.3,4586.73,4462.0,32091.0,41467.0,7617.0,-878.0,-880.0,9537.0,0,2014-11-10,0,0
20000570,713.08,22782.0,23495.08,35084.0,239807.0,292546.0,51376.0,-680.0,-682.0,35105.0,1,2021-04-20,1,2
20000571,0.02,98340.68,98340.7,7094.0,126231.0,95685.0,16590.0,4289.0,42846.0,20094.0,1,2015-10-31,0,0
20000572,0.06,95246.11,95246.17,0.0,386657.0,454514.0,743919.0,167302.0,508759.0,86357.0,1,2020-12-18,0,0
20000573,236.27,8319.43,8555.7,17589.0,104920.0,50546.0,9796.0,15989.0,48181.0,5560.0,1,2020-11-20,0,0
20000574,0.03,78851.16,78851.19,14235.0,207926.0,191085.0,17531.0,17187.0,17185.0,24841.0,1,2020-06-18,1,2
20000575,110.0,3283.71,3393.71,5770.0,42093.0,33419.0,13828.0,1252.0,21250.0,3676.0,0,2019-01-19,0,0
20000576,196.27,2641.57,2837.84,3950.0,55811.0,42172.0,4821.0,1483.0,16977.0,4217.0,1,2020-12-25,0,0
20000577,425.0,3724.78,4149.78,0.0,156831.0,134338.0,313287.0,124227.0,211553.0,20150.0,1,2018-01-25,0,0
20000578,147.17,2170.66,2317.83,5757.0,110907.0,86482.0,13369.0,511.0,37283.0,10377.0,1,2016-11-24,0,0
20000579,351.72,4837.93,5189.65,6530.0,84993.0,76491.0,5967.0,7235.0,7233.0,11473.0,1,2020-01-12,0,1
20000580,0.02,105325.35,105325.37,6448.0,49824.0,105952.0,13694.0,-21215.0,-21217.0,24368.0,1,2021-07-13,0,0
20000581,644.74,5133.32,5778.06,10008.0,56869.0,35816.0,222998.0,87325.0,156726.0,6446.0,1,2021-08-16,0,0
20000582,286.75,4331.51,4618.26,4504.0,86790.0,64424.0,8697.0,2416.0,28646.0,11596.0,1,2019-02-07,0,0
20000583,117.48,3415.23,3532.71,6783.0,47151.0,38741.0,13129.0,10770.0,10768.0,7360.0,1,2020-11-14,0,0
20000585,117.51,3615.78,3733.29,7145.0,51043.0,34901.0,14212.0,5557.0,24797.0,8376.0,1,2020-07-28,0,0
20000586,133.46,3791.5,3924.96,12435.0,107704.0,123993.0,223245.0,101052.0,105904.0,30998.0,1,2016-12-02,1,0
20000587,0.01,16989.83,16989.84,8932.0,63648.0,45439.0,13718.0,2528.0,29399.0,5452.0,1,2021-06-07,0,0
20000588,1149.88,38457.39,39607.27,45311.0,338001.0,398266.0,91938.0,15837.0,15835.0,83636.0,1,2020-02-02,0,2
20000589,0.01,575359.77,575359.78,38632.0,258737.0,211735.0,59685.0,53344.0,53342.0,50816.0,1,2019-04-18,0,2
20000591,0.02,25865.95,25865.97,5678.0,38200.0,45594.0,10968.0,1788.0,1786.0,8662.0,1,2020-11-08,0,0
20000592,0.01,122516.35,122516.36,6913.0,48916.0,41952.0,1902.0,4434.0,4432.0,5034.0,1,2021-04-04,0,0
20000593,54.62,5407.65,5462.27,38786.0,172453.0,95267.0,18035.0,28550.0,66671.0,19053.0,1,2020-12-29,0,0
20000594,72.51,6474.45,6546.96,9195.0,156341.0,149406.0,79325.0,20273.0,65986.0,28387.0,1,2021-10-14,0,0
20000595,821.54,4835.41,5656.95,5864.0,43804.0,34372.0,15712.0,7289.0,17855.0,6530.0,1,2014-12-07,0,0
20000596,803.62,33345.08,34148.7,62341.0,830264.0,861840.0,850160.0,280848.0,537735.0,94802.0,0,2020-06-18,1,2
20000597,0.03,64449.9,64449.93,6676.0,40260.0,26422.0,13987.0,8296.0,19529.0,6341.0,1,2020-10-19,0,0
20000598,0.04,109166.85,109166.89,0.0,405961.0,332973.0,1020465.0,451561.0,641892.0,33297.0,1,2020-08-13,0,0
20000599,206.48,3511.6,3718.08,6968.0,123976.0,124677.0,18672.0,8986.0,8984.0,23688.0,1,2021-04-23,0,0
20000600,0.01,668929.1,668929.11,46106.0,363683.0,286075.0,104956.0,4480.0,178083.0,31468.0,1,2021-08-27,0,1
20000601,141.05,3951.03,4092.08,4929.0,32220.0,34479.0,1314.0,-471.0,-472.0,6895.0,1,2021-04-15,1,0
20000602,67.81,8072.41,8140.22,10285.0,193886.0,129902.0,77967.0,65832.0,76119.0,29877.0,1,2021-06-30,0,0
20000603,299.94,5790.39,6090.33,54823.0,358362.0,203243.0,105261.0,93475.0,166904.0,44713.0,1,2021-08-23,0,1
20000604,570.77,8260.01,8830.78,3247.0,45699.0,48955.0,4409.0,577.0,576.0,12238.0,1,2021-05-09,0,1
20000605,160.56,6247.56,6408.12,45694.0,288637.0,264345.0,102131.0,63212.0,63210.0,66086.0,1,2018-08-23,0,1
20000606,90.16,3314.6,3404.76,10574.0,126694.0,140892.0,131675.0,34798.0,82678.0,18316.0,1,2021-06-28,0,0
20000607,571.58,5698.66,6270.24,7194.0,34991.0,24771.0,165646.0,63509.0,112356.0,2477.0,1,2021-03-01,0,0
20000608,321.52,5721.03,6042.55,22229.0,427552.0,285588.0,58977.0,54982.0,145959.0,71397.0,1,2021-01-21,0,1
20000610,0.02,5024.85,5024.87,9226.0,62452.0,52237.0,19700.0,14958.0,14956.0,13059.0,1,2021-11-10,0,0
20000611,86.88,9547.79,9634.67,6256.0,104608.0,85025.0,41819.0,20403.0,40999.0,19555.0,1,2002-05-08,0,0
20000612,0.02,239226.76,239226.78,11721.0,114197.0,122235.0,161988.0,65571.0,88379.0,22002.0,1,2020-10-10,0,0
20000613,0.03,116148.26,116148.29,4504.0,80318.0,53639.0,10605.0,10917.0,26368.0,12873.0,1,2020-04-26,0,0
20000614,276.68,2622.52,2899.2,8885.0,99103.0,61295.0,187654.0,64878.0,160584.0,6742.0,1,2018-12-12,1,0
20000615,0.05,40963.25,40963.3,10999.0,19371.0,15011.0,213456.0,87432.0,130383.0,2852.0,1,2018-12-31,0,0
20000616,58.3,7197.66,7255.96,52989.0,227812.0,117229.0,23675.0,46237.0,88020.0,22273.0,1,2020-04-15,0,0
20000617,152.07,1900.88,2052.95,4741.0,57623.0,61891.0,4236.0,-15.0,-16.0,8045.0,1,2021-11-13,0,0
20000618,0.03,308194.54,308194.57,29581.0,568526.0,420124.0,70899.0,27473.0,191827.0,100829.0,1,2002-10-19,0,1
20000619,0.01,557621.93,557621.94,53315.0,277793.0,132842.0,33703.0,47825.0,130828.0,26568.0,1,2021-08-22,0,1
20000620,776.82,6594.39,7371.21,36453.0,235175.0,164503.0,725509.0,258198.0,537983.0,36190.0,1,2018-12-31,1,1
20000621,1435.24,24450.35,25885.59,12202.0,169917.0,121251.0,17051.0,13365.0,52351.0,27887.0,1,2019-04-03,0,2
20000622,127.87,3073.83,3201.7,6340.0,32801.0,20858.0,10980.0,7162.0,15761.0,3128.0,1,2021-09-29,0,0
20000623,191.79,3058.9,3250.69,5785.0,105316.0,73729.0,12666.0,8858.0,35394.0,17694.0,1,2019-03-17,0,0
20000624,325.38,11337.16,11662.54,34985.0,246549.0,292862.0,619996.0,296388.0,277294.0,38072.0,1,2021-09-13,0,1
20000625,0.02,306039.53,306039.55,10071.0,76269.0,64858.0,26314.0,18863.0,18862.0,15566.0,1,2021-01-02,0,0
20000626,66.55,6655.08,6721.63,52985.0,302486.0,197508.0,26983.0,16647.0,115314.0,49377.0,1,2021-09-29,0,0
20000627,88.48,3553.43,3641.91,6196.0,41741.0,29748.0,13358.0,4412.0,20937.0,7437.0,1,2021-04-22,0,0
20000628,279.1,4966.13,5245.23,16616.0,118081.0,76051.0,40647.0,25535.0,57142.0,16731.0,1,2021-06-09,0,0
20000629,499.57,5051.27,5550.84,11483.0,38134.0,29761.0,271399.0,106433.0,173339.0,5654.0,1,2021-01-19,0,0
20000630,432.37,5666.69,6099.06,5530.0,121481.0,89835.0,19369.0,10169.0,40847.0,8983.0,1,2021-09-17,0,0
20000631,211.49,7394.71,7606.2,27468.0,143909.0,72137.0,18994.0,22346.0,68419.0,13706.0,1,2021-06-28,0,1
20000632,207.13,2693.53,2900.66,5391.0,137057.0,87051.0,19543.0,24135.0,45414.0,20021.0,1,2020-12-03,0,0
20000633,164.9,6152.98,6317.88,10229.0,117699.0,153457.0,123547.0,10590.0,77199.0,16880.0,1,2021-08-28,0,0
20000634,116.25,3981.06,4097.31,8104.0,55060.0,52725.0,14316.0,8326.0,8324.0,7381.0,1,2021-11-19,0,0
20000635,43.76,5030.21,5073.97,3214.0,52211.0,49418.0,26562.0,7299.0,22056.0,4941.0,1,2020-03-24,0,0
20000636,0.01,525941.09,525941.1,58149.0,324858.0,177129.0,36496.0,32456.0,151769.0,30112.0,1,2021-10-18,0,1
20000637,0.04,73590.47,73590.51,7255.0,133694.0,95225.0,19903.0,12292.0,46079.0,21901.0,1,2019-07-26,0,0
20000638,932.47,31716.67,32649.14,48800.0,312985.0,237741.0,12769.0,44007.0,44005.0,35661.0,1,2021-12-04,1,2
20000639,180.97,2721.34,2902.31,3202.0,44473.0,34871.0,3791.0,6697.0,6695.0,7671.0,1,2018-10-01,0,0
20000640,145.44,5841.16,5986.6,16484.0,92359.0,48794.0,12523.0,12037.0,44050.0,7319.0,1,2021-10-14,0,0
20000641,0.02,211800.97,211800.99,16409.0,76338.0,36597.0,8050.0,12347.0,35443.0,7685.0,1,2001-01-13,0,0
20000642,115.57,3237.25,3352.82,10245.0,88224.0,76319.0,30721.0,21314.0,21312.0,16027.0,1,2021-02-10,0,0
20000643,197.67,7214.35,7412.02,58070.0,277685.0,133122.0,30033.0,45354.0,129242.0,27955.0,1,2021-03-15,0,1
20000644,284.58,3462.1,3746.68,10261.0,241066.0,164036.0,977673.0,506270.0,548432.0,34447.0,1,2020-06-16,0,0
20000645,145.91,4602.72,4748.63,9997.0,73588.0,88678.0,179536.0,83446.0,80999.0,14188.0,1,2021-08-24,0,0
20000646,112.78,10346.65,10459.43,8446.0,155347.0,143818.0,75893.0,22675.0,64747.0,25887.0,1,2021-10-16,1,0
20000647,126.79,1312.52,1439.31,9309.0,224732.0,186962.0,857793.0,408426.0,487136.0,46740.0,1,2021-08-18,0,0
20000648,60.51,5654.79,5715.3,23446.0,97127.0,52016.0,8148.0,16412.0,36846.0,6242.0,1,2019-08-10,0,0
20000649,132.71,4108.73,4241.44,6133.0,42360.0,33829.0,1864.0,5198.0,5196.0,7104.0,1,2017-10-19,0,0
